title,year,genre,plot,imdb_rating
the pistol: the birth of a legend,1991,"[biography,  drama,  sport]"," The film shows Maravich's efforts to make the D. W. Daniel High School varsity team as an eighth grader as he deals with racially charged issues in the Deep South of the 1950s. Press Maravich serves as his son's drill sergeant, motivator, coach and cheerleader. Set in 1959 Clemson, SC, the film begins with Pete Maravich shooting in the back yard as his father, Press, impresses the importance of focusing on a goal with dedication and diligence. In addition to motivational talks, Press gave Pete a range of drills and technique advice. At school, Pete perceives himself as an outcast even on the basketball team, where at one point he was benched for ten games. Pete believed in himself and his father stood behind him. Pete begins dribbling the basketball (ball) basketball regularly and in strange situations such as during his bike rides while he keeps it with him around the clock. Pete's coach looks down on Pete's fancy basketball skills as the kind of thing that the blacks from the bad part of town do. Eventually, when Pete is given the chance, he wins the game. Because he shot the basketball from the hip, he earned the nickname ""Pistol Pete"". Even after winning the state championship, Press convinced the coach and team that they cannot really be champions without beating the all-black Cleveland High School in an unofficial contest. Press concluded the film with the advice to ""give the fans a show they'll never forget, and they'll come back again and again."" ",6.8
sleeping with the enemy,1991,"[drama,  thriller]"," Laura Burney has a seemingly idyllic life and perfect marriage to Martin, a successful Boston investment counselor. Beneath Martin's charming, handsome exterior, however, is an obsessive and controlling personality who has Physical abuse physically, Psychological abuse emotionally, and Marital rape sexually Intimate partner violence abused Laura throughout their nearly four-year marriage. Then, in a recurring pattern, he apologetically showers her with flowers and gifts. Martin accepts the invitation of their neighbor, a doctor, for an evening sail, despite knowing Laura fears water and can not swim. As a severe storm unexpectedly rolls in, Martin and the doctor struggle to control the vessel. Laura, unable to swim, is swept overboard. After an extensive Coast Guard search, Laura is presumed dead from drowning and Martin is inconsolable. After some time, Laura is revealed to actually be alive. After secretly learning to swim, she planned to fake her own death to escape Martin's abuse. During the storm, she jumped overboard, swam ashore, and returned home. She cut her hair, donned a wig, took her stashed belongings and money, and headed to the bus station. Laura moves to Cedar Falls, Iowa. Previously, she told Martin that her Visual impairment blind, stroke-impaired mother, Chloe, had died, but instead Laura had secretly moved Chloe to an Iowa nursing home. She rents a house, finds a job, and settles into a new life as ""Sara Waters"". Her friendly next-door neighbor, Ben Woodward, a young drama teacher at a local college, is attracted to Laura, though he suspects she has a troubled past. They have an agreeable date, but when a kiss turns more physical, Laura resists and demands that Ben leave. She later confides to him that she escaped an abusive marriage. Martin receives information indicating Laura may be alive. This is confirmed when he finds Laura's wedding ring in the toilet of the beach house. In her haste to leave, she neglected to confirm that the ring had indeed been flushed as she had intended. Martin travels to Chloe's nursing home, posing as a detective, and learns that Chloe's ""nephew"" has just visited. Laura, disguised as a man, is also at the nursing home, and barely misses encountering Martin. Martin discovers Laura's whereabouts and learns about Ben. He trails the couple to Laura's house and breaks in while she and Ben are outside. Laura notices the small clues Martin deliberately left inside the house - the hand towels perfectly aligned and the contents of the kitchen cabinets lined up to Martin's exacting standards. Martin confronts Laura and Ben breaks down the door and struggles with Martin, who knocks him unconscious. As he aims a gun at Ben, Laura distracts him, then knees his groin. She grabs Martin's gun and holds him at gunpoint. As Laura calls the police, Martin expects her to tell the police to protect her from him, as she had done in the past, but Laura shocks Martin by informing the police she has killed an intruder, and then shoots Martin three times. Wounded from the shots, Martin seizes Laura by the hair and grabs the gun, aiming it at her in a desperate attempt to kill her, but the gun clicks empty. Martin then dies from his wounds, while Laura and Ben embrace and wait for the police. ",6.2
rock-a-doodle,1991,"[animation,  adventure,  comedy]"," One morning, Chanticleer, a rooster whose singing raises the sun every morning, gets into a fight with a stranger sent by the Grand Duke of Owls, whose kind hates sunlight. Chanticleer defeats his attacker, but forgets to crow, and the sun rises anyway. Ridiculed and rejected by the other animals, Chanticleer leaves the farm in shame, and the sun goes back down as Chanticleer had not crowed. Afterward, perpetual darkness and rainfall threaten the farm with flooding. This story turns out to be a fairy-tale being read to a young boy named Edmond by his mother. Their family's farm is in danger of being destroyed in a storm, and when his mother leaves to assist the rest of the family, Edmond calls for Chanticleer's return. However, he's instead greeted by the Duke, who is angered by Edmond's interference and uses his magical breath to transform Edmond into a kitten with the intent to devour him. Edmond is saved by Patou, a basset hound from Chanticleer's farm who struggles to tie his shoes, and Edmond manages to drive away the Duke with a flashlight. Edmond then meets several other animals from the farm, all of whom are hoping to find Chanticleer and apologize to him for their behavior. Edmond accompanies Patou, a cowardly magpie named Snipes, and the intellectual Apodemus field mouse, Peepers, to the city, while the rest of the animals remain at Edmond's house. Hunch, the Duke's pygmy owl pygmy nephew, is assigned by him to stop Edmond and the others from finding Chanticleer. The group narrowly escapes him and enters the city through an Aqueduct (water supply) aqueduct pipe. Chanticleer, now under the name of ""The King"", has become a famous Elvis impersonator under his manager Pinky Fox, who is employed by the Duke to keep Chanticleer in the city and prevent his friends from finding him. During a concert, he is introduced to Goldie Pheasant as a distraction in case Chanticleer's friends come to find him. Goldie soon grows genuinely attracted to Chanticleer, and realizes Pinky's true intentions when he captures Edmond and the others trying to get a letter to Chanticleer. Meanwhile, the Duke and his party stalk the farm animals at Edmond's house, who continually use Edmond's flashlight to drive them off as long as the batteries hold out. Realizing that she is in love with him, Goldie confesses to Chanticleer that his friends had come to see him, and Pinky blackmails Chanticleer by giving him a demand to attend his show or never see his friends again. Hunch inadvertently frees Edmond and the others, and they help Chanticleer and Goldie make a grand escape in a helicopter, which they use to return to the farm. After their batteries run out, the denizens of the farm are nearly made a meal of by the Duke and his minions when they are driven off by the helicopter's spotlight. Edmond and the others try to get Chanticleer to crow, but his ongoing sense of dejection limits his ability. The Duke taunts Chanticleer and tries to drown him, but Edmond starts chanting Chanticleer's name in hopes of reviving his spirit, provoking the Duke into strangling Edmond until he loses consciousness. Impressed by Edmond's bravery, the other animals begin chanting Chanticleer's name, driving an angry Duke to transform himself into a tornado. Chanticleer finally regains his confidence and crows loud enough to raise the sun, diminishing the Duke into a harmless miniature version of himself. He is then chased away by a vengeful Hunch into the distance once and for all. The floods begin to subside and Edmond transforms back into a human. Edmond awakes in the real world, where the sun is shining outside, and the floods have ended, but Edmond's mother assumes that his adventures were only a dream. Nevertheless, Edmond picks up Chanticleer's book, and thanks him for coming back, before he is magically transported into Chanticleer's world, where he witnesses the rooster singing to make the sun shine. ",6.0
close my eyes,1991,"[drama,  romance]"," In 1985, town planning student Richard Gillespie visits his older sister Natalie, whom he is not very close to since they grew up separately. Natalie has recently split with her boyfriend and is unhappy with her job. She's extremely depressed, and Richard's attempts to lighten the mood are ended when Natalie pulls him into an unexpectedly passionate embrace, kissing him on the lips. She immediately apologizes, making the excuse that she just wanted someone to hug. Richard seems stunned, but not disturbed. Six years pass, during which Richard achieves success while Natalie's career stagnates; she marries a powerful and rich stock analyst named Sinclair Bryant. When Richard visits Natalie, he is introduced to Sinclair and the two get along well. Shortly after Richard's visit to her home, Natalie goes to Richard's apartment. They attempt to resist their attraction to one another, but eventually they succumb to their desires and have sex. They meet a few more times and eventually Sinclair begins to suspect that Natalie is having an affair. He questions Richard, believing Richard knows who Natalie's lover is. Some time later, after learning that Sinclair and Natalie plan to move to America, Richard has an emotional breakdown. He attempts to commit suicide with sleeping pills, but Natalie arrives unexpectedly at his apartment. She invites him to the going-away party, on the condition that he not attempt to renew their affair. He attends with his colleague Jessica, but abandons her to search for Natalie. On finding her, the two have a fight, then return to the gathering dishevelled. Sinclair appears, and staying calm, makes it clear that he knows what has happened. ",6.2
the doctor,1991,[drama]," Dr. Jack McKee is a successful surgeon at a leading hospital. He and his wife, Anne, have all the trappings of success, although Jack works such long hours that he rarely has time to see their son and has become somewhat emotionally dead to his wife. His ""bedside manner"" with his patients, in many cases seriously ill, is also lacking. The decorum in the operating theater is very casual and the chatter between him and his partner, Dr. Murray Kaplan, not particularly professional. Returning home from a charity event, Jack has a coughing fit. His wife is shocked when he coughs up blood all over her and the car. In an examination, Jack has a sample of a growth removed from his throat. The biopsy comes back positive for cancer. His time spent with another cold, impersonal surgeon in this examination is the beginning of his transformation. Further tests and disappointments are blended with scenes of other patients' grace and empathy towards each other and a much better view of the delays and missteps of their doctors and medical support personnel. As Jack experiences life as a patient, he gains a clearer understanding of the emotional void hospitals, some doctors, and his own colleagues can display. He befriends June Ellis, a fellow cancer patient who has an inoperable brain tumor. She gets him to promise to never lie or mislead a patient again. Jack begins to bark at the medical establishment. Jack and June take off to see a Indigenous peoples of the Americas Native American show, but the pace is too much for her. His wife, meanwhile, struggles to understand Jack's relationship with June. Jack's radiation treatment does not stop the cancer on his vocal cords. His despair ends in a confrontation with Dr. Leslie Abbott, the surgeon treating him whom he provokes in a heated discussion. Jack asks a colleague he has previously ridiculed, Dr. Eli Bloomfield, to perform his needed surgery. Jack apologizes for his and Murray's insulting behavior, to which Eli replies with a smile, ""Well, Jack, I've always wanted to slit your throat, and now I've got the chance."" Eli's bedside manner is a perfect example for Jack. Jack's cancer is treated and cured, but June dies. The experience changes Jack forever. When he returns to work, he begins to teach new medical interns about the importance of showing compassion and sensitivity towards their patients, which in turn will make them better doctors. Jack puts the interns in patient gowns, assigns them various illnesses and orders all the tests for them to ""feel"" the experience that they will soon put their patients through. ",6.9
adventures in dinosaur city,1991,"[adventure,  family,  fantasy]"," Three teenage friends, named Timmy, Mick, and Jamie, enjoy watching an animated TV series called 'Dino Saurs', which features anthropomorphic dinosaurs and Caveman cavepeople. Wanting to watch a VHS VHS tape of the cartoon on a better screen, Timmy, the youngest of the three, suggests that they try watching it on the big TV screen in his parents' laboratory. However, this screen is part of an experimental device designed to open a portal to Parallel universes in fiction another dimension. After they put the videotape into the device and turn it on, a vortex sucks the three into the screen, and into the universe in which the show takes place. They find that they are in a building in Saur City and come across Forry, a 'Rhamphorhynchus' who lost his ability to fly. Shortly afterward, a group of cavepeople called the Rockies enter the building. They work for an 'Allosaurus' named Mr. Big, a dictator who oppresses the residents of Saur City. The Rockies steal a Fuse (electrical) fuse that is part of a cooling system for lava tanks. Without the fuse, the tanks will melt and the lava will destroy Saur City. Additionally, the kids think that they need the fuse in order to reopen the portal to their world and return home. Although reluctant, Forry's knowledge of his world proves useful as he guides the three through a dinosaur graveyard and onward to Tar Town. Once there, they enter a bar and find a 'Tyrannosaurus' named Rex and a 'Protoceratops' named Tops. The kids expect them to help, since they are the main heroes of the cartoon show. Initially refusing to help, the two change their minds after the kids help them fight off the Rockies. The group goes to Saur City and rests at Forry's tree house. Timmy talks to Rex about the possibility that all fictional stories really do happen in other worlds, and hints that he does not want to return to his world because it is boring. Meanwhile, romantic feelings develop between Mick and Jamie. Rex takes Timmy to a nearby island, and reveals that his father is considered a traitor who surrendered Saur City to Mr. Big. When the two return to the tree house, the group is attacked by the Rockies. During the battle, Timmy discovers that he can pause and rewind the Rockies by using the remote control that he brought with him from his parents' lab. Mr. Big witnesses this and orders the Rockies to get him the remote. The Rockies capture Timmy and take the remote. They then go to Mr. Big's tower. Mick, Jamie, Rex, Tops, and Forry sneak into the tower's dungeon. They find Rex's imprisoned father, who reveals that Mr. Big used a mind-controlling potion to force him to surrender Saur City. The group sets the prisoners free, and Rex confronts Mr. Big as he is interrogating Timmy. During the ensuing battle, Mick and Tops rescue Timmy, and the group recovers the remote. Rex fights and nearly defeats Mr. Big, but Mr. Big grabs a sword. Just then, Timmy zaps Mr. Big with the remote, making him disappear. The group begin to leave the tower by using the elevator, which relies on the fuse for power. Therefore, Forry stays behind until the others have left and then manages to fly the fuse out. Rex's father sacrifices himself to destroy the tower. The group go to the building containing the lava tanks and reattach the fuse. Timmy uses the remote to reopen the portal. Despite Timmy's reluctance to go, the kids return to their universe right before Timmy's parents return home from a Academic conference scientific conference. The kids bring Timmy's parents into the lab to show them what happened, and then there is the sound of the device activating. ",4.8
prospero's books,1991,"[drama,  fantasy]"," 'Prospero's Books' is a complex tale based upon William Shakespeare's 'The Tempest (play) The Tempest'. Miranda (The Tempest) Miranda, the daughter of Prospero, an exiled magician, falls in love with Ferdinand (The Tempest) Ferdinand, the son of his enemy; while the sorcerer's sprite, Ariel (The Tempest) Ariel, convinces him to abandon revenge against the traitors from his earlier life. In the film, Prospero is Shakespeare himself, conceiving, designing, rehearsing, directing and performing the story's action as it unfolds and in the end, sitting down to write the completed work. Ariel is played by four actors: three acrobatsâa boy, an adolescent, and a youthâand a boy singer. Each represents a classical elemental. ",6.8
bill & ted's bogus journey,1991,"[adventure,  comedy,  fantasy]"," The music of Wyld Stallyns has created a utopian future society. In 2691, former gym teacher turned terrorist Chuck De Nomolos attacks the Bill & Ted University and steals a time-traveling phone booth, intending to alter the history of what he considers to be a foolish and frivolous society by sending evil robot replicas of Bill and Ted back to the late 20th century to prevent the originals from winning the San Dimas, California San Dimas Battle of the Bands. Rufus attempts to stop De Nomolos but seemingly becomes lost in the circuits of time. In the present, Wyld Stallyns are auditioning for an upcoming Battle of the Bands. Though Bill and Ted's current girlfriends and former 15th-century princesses Joanna and Elizabeth have become skilled musicians, the duo themselves are still inept. Despite this, the organizer, Ms. Wardroe, assures them a slot in the contest as the final act and informs them that victory will result in a record deal and $25,000 prize money. Following a party, the duo proposes to their fiancÃ©es right as the evil robots arrive from the future. After luring the real duo away to Vasquez Rocks and killing them by throwing them over the side of a cliff, the robots begin working to ruin the duo's eventual fame along with their relationships with their fiancÃ©es. In the afterlife, Bill and Ted's souls are met by Death (personification) Death who says they may challenge him in a game for their souls, but warns that nobody has ever won. Bill and Ted escape after giving Death a ""Wedgie melvin"". Attempts to contact the police by possessing Ted's father and a deputy fail, and their next attempt for help at a sÃ©ance held by Missy ends with them being sent to Hell. Tormented by Satan and forced to face their own fears, the duo realize their only escape is to take Death's offer; he then appears and allows them to choose a game. To Deathâs dismay, they select modern games like Battleship (game) Battleship, Cluedo Clue, Electric Football and Twister (game) Twister, beating him every time. Finally, he reluctantly concedes, placing himself at their command. Realizing they need to locate the smartest person in the universe to help build robots to counter De Nomolos' evil robots, Death escorts the pair to Heaven. God directs the group to an alien duo named Station, who readily agrees to help them. On the eve of the Battle of the Bands, Bill and Ted are brought back to life; they race to the concert as Station constructs benevolent robot versions of themselves from supplies picked up at a Builders Emporium store. Elsewhere, the evil robots abduct the girls and tie them high above the stage at the Battle of the Bands, intending to drop them to their deaths at the finale. Bill and Ted arrive just as the evil robots take the stage; the benevolent Good Robots easily defeat their evil counterparts and Joanna and Elizabeth are lowered by Station before their ropes break. De Nomolos appears in the time booth, preparing to kill Bill and Ted himself, and overrides the broadcasting equipment to send a live feed of their confrontation across the entire planet. Bill and Ted deduce that they can go back in time following the encounter to arrange events for De Nomolos to be captured in the present; though De Nomolos attempts to follow suit, the duo turn the tables by explaining that only the winners get to go back. After De Nomolos is ""melvined"" by Death and arrested by Ted's father Captain Logan, Ms. Wardroe reveals herself to be a disguised Rufus, who gives them the stage. Acknowledging their ineptness, the duo decide to use the time booth; they immediately return to the auditorium with their families, which now include young children, after sixteen months of intense guitar training and a two-week honeymoon. Joined by Death, the Stations and the good robots on stage, Wyld Stallyns perform a stunning rock ballad as De Nomolos' broadcast continues, broadcasting their music worldwide and creating harmony. The victorious Wyld Stallyns encounter many perks of fame that help them to fulfill their destinies and create their utopian society with their music, eventually taking their act to Mars. ",6.3
speaking of the devil,1991,"[comedy,  fantasy]"," When Bull Webster, a Miami cab driver wins a very large amount in a lottery, Heaven and Earth express enough interest in the event to send their agents to inspire or corrupt Bull. ",5.9
rhapsody in august,1991,[drama]," 'Rhapsody in August' is a tale of three generations in a post-war Japanese family and their responses to the atomic bombing of Japan. Kane is an elderly woman, now suffering the consequences of older age and diminishing memory, whose husband was killed in the atomic bombing of Nagasaki. Kane has two children who are both married and both of whom grew up in Post-Occupation Japan postwar Japan. She also has a brother now living in Hawaii whose son Clark (played by Richard Gere) has grown up in America. Finally, there are Kane's four grandchildren, who were born after the Japanese post-war economic miracle Japanese economic miracle who have come to visit her at the family country home near Nagasaki in Kyushu. Kane's grandchildren are visiting her at her rural home on KyÅ«shÅ« one summer while their parents visit Kane's brother in Hawaii. The grandchildren have been charged with the task by their parents of convincing their grandmother to visit her brother in Hawaii. The grandchildren take a day off to visit the urban environment of Nagasaki. While in Nagasaki the children visit the spot where their grandfather was killed in 1945 and become aware, at a personal level, of some of the emotional consequences of the atomic bombing for the first time in their lives. They slowly come to have more respect for their grandmother and also grow to question the morality of the United States for deciding to use atomic weapons against Japan. In the meantime they receive a telegram from their American cousins, who turn out to be rich and offer their parents a job managing their pineapple fields in Hawaii. Matters are complicated when Kane writes to Hawaii telling her American relatives about the death of her husband at Nagasaki. Her own two children, who have now returned from Hawaii to visit her, feel that this action will be viewed by their now Americanized relatives in Hawaii as hostile and a source of friction. Clark, who is Kane's nephew, then travels to Japan to be with Kane for the memorial service of her husband's death at Nagasaki. Kane reconciles with Clark over the bombing. Clark is much moved by the events he sees in the Nagasaki community at the time of the memorial events surrounding the deaths which are annually remembered following the bombing of Nagasaki. Especially significant to Clark is the viewing of a Buddhist ceremony where the local community of Nagasaki meets to remember those who had died when the bomb was dropped. Suddenly, Clark receives a telegram telling him that his father, Kane's brother, has died in Hawaii and he is forced to return there for his father's funeral. Kane's mental health and memory begin to falter. Her recollections of her lost spouse have never been fully reconciled within her own memory of her lost loved one. She begins to show signs of odd behavior in laying out her husband's old clothing as if her husband might suddenly reappear and need them to put on. When a storm is brewing, her mental health seems to confuse the storm for an air raid warning of another atomic bomb attack and she seeks to protect her visiting grandchildren by employing folk remedies, which confuse her children and especially her grandchildren. As the storm later intensifies again, Kane becomes more disoriented and mistakenly confuses the storm for the atmospheric disturbance caused by the bombing of Nagasaki which she witnessed visually from a safe distance when her husband was killed many years ago. In her disoriented state, Kane decides that she must save her husband, still alive in her memory, from the impending atomic blast. With all her remaining strength, she takes her small umbrella to battle the storm on foot on the way to warn her husband in Nagasaki of the mortal threat still fresh in her mind of the atomic blast which she cannot forget. ",7.2
dead again,1991,"[crime,  drama,  mystery]"," Newspapers detail the 1948 murder of Margaret Strauss, who was stabbed during a robbery; her anklet is missing. Her husband, composer Roman Strauss, is found guilty of the crime and condemned to death. Before his execution, Roman is visited by reporter Gray Baker. Asked if he killed Margaret, Roman appears to whisper something in Baker's ear. Baker does not disclose Roman's answer. Forty-three years later, private detective Mike Church investigates the identity of a woman who has appeared at the orphanage where he grew up. She has amnesia, cannot speak and has nightmares. Mike takes her in and asks his friend, Pete Dugan, to publish her picture and his contact info. Antiques dealer and hypnotist Franklyn Madson approaches Mike, suggesting hypnosis may help her recover her memory. When the session is unsuccessful, Madson suggests they experiment with past life regression. Mike is skeptical, but the woman details Margaret and Roman's lives in Third-person narrative third person, from courtship to their wedding. When the session ends, she can speak but still has amnesia. Madson shows them Life (magazine) 'Life' magazine articles covering the murder. Mike and the woman bear a striking resemblance to Roman and Margaret. Mike visits former psychiatrist Cozy Carlisle, who insists they continue to see Madson; delving into the problems between Margaret and Roman may resolve her amnesia. Mike nicknames the woman ""Grace"", and falls in love with her. A man named Doug appears and claims she is his fiancÃ©e Katherine, but Mike discovers he is lying and chases him off. Hypnotized, Grace remembers that Roman suffered from writer's block and was broke despite the vestiges of his earlier wealth. He believes that Margaret is flirting with Baker, whom she met on their wedding day. Margaret cannot convince him she is faithful and catches Frankie, the son of their housekeeper Inga, looking through her jewelry box. She asks Roman to dismiss Inga but Roman refuses, saying that Inga saved his life in Nazi Germany. Grace sees Mike standing over Margaret with scissors, and is convinced he intends to kill her. Mike insists that he would never hurt her, but when he accidentally calls her ""Margaret"", he agrees to let Madson regress him. During his regression, he realizes that he was Margaret and Grace was actually Roman, but is unable to tell Madson or Grace about this revelation. Pete Dugan tells Mike that he has identified Grace as artist Amanda Sharp. It is discovered she lost her memory due to getting mugged one night. Amanda/Grace, still afraid of Mike, accompanies Dugan and Madson to her apartment; her artwork focuses on scissors. Madson gives her a gun to protect herself from Mike. Mike visits Gray Baker in a nursing home and asks him about Roman's secret, but Baker insists that Roman said nothing to him but instead he leaned over and kissed him. Baker is convinced that Roman did not kill his wife and urges Mike to find Inga, who might know what truly happened. Mike finds and questions Inga. She reveals that Madson is actually Frankie. One day on 1948, she declared her love to Roman but he rebuffed her. Frankie blamed Margaret for his mother's unhappiness and killed her with scissors, then stole her anklet. Roman later was found covered in his wife's blood and holding the murder weapon. After Roman's execution, Inga took Frankie to London where he learned about hypnotherapy and past-life regression. After returning to LA, Frankie was convinced that Margaret's spirit would seek revenge. Seeing Amanda's photo in the paper, he knew she had returned. He hired Doug, an actor, to separate Mike and Amanda and distract Amanda while he waited to kill her. Inga apologizes for her role in Margaret's death and gives Mike the anklet. After Mike leaves to find Amanda, Frankie/Madson smothers Inga with a pillow. Mike tries to tell Amanda the truth. Terrified, she shoots him. Madson arrives and reveals that he is Frankie. Amanda tries to shoot him as well, but the gun jams and he knocks her out. He puts the scissors he used to kill Margaret in Mike's hand and tries to make it look like Amanda killed him and committed suicide. Mike revives and stabs Madson in the leg with the scissors. In the ensuing struggle, Mike grabs the gun from Madson. Dugan arrives, misconstrues the scene and tackles Mike. As Madson reaches for the dropped pistol, Amanda stabs him in the back with the scissors. In a rage, Madson pulls the scissors out and charges at Mike, but Mike quickly positions Amanda's scissors sculpture so that Madson impales himself. A closing montage shows Mike and Amanda embracing, superimposed over Margaret and Roman in happier times. ",6.8
run,1991,"[action,  drama,  thriller]"," Boston law student and part-time mechanic Charlie Farrow (Patrick Dempsey) was asked by his boss to deliver a new Porsche from Boston to Atlantic City for a client. When he gets close to Atlantic City, the Porsche breaks down. While Charlie waits for the car to be repaired, a cab driver (who mistakes Charlie for being an Atlantic City high roller) takes him to an undercover casino that has a bar room and kitchen, so Charlie can get something to eat. At the casino, Charlie earns the wrath of Denny Halloran (Alan C. Peterson), who takes exception to Charlie beating him at poker. In the resulting fight, Denny trips over a potted palm, accidentally hits his head on the sharp corner of a counter, and dies. Charlie is now on the spot, because Denny happens to be the son of a Organized crime mob boss named Matt Halloran (Ken Pogue), who is the owner and Despotism despot of the casino and most of the police force, including Chief Travers and Lt. Martins who think Charlie could be innocent. Wrongfully accused of murdering Denny, Charlie finds himself on the run from both dirty cops and Matt's henchmen, all of whom want to collect the $50,000 bounty that Matt placed on Charlie. With only one ally, reluctant witness Karen Landers (Kelly Preston) who knows the truth and agrees to aid Charlie, Charlie finds himself in a deadly game of cat and mouse. The bodies pile up as Charlie dodges flying bullets and bowling pins, explosions from numerous assault weapons and miscellaneous shrapnel and twisted auto parts as he is pursued on a nightmare race through racetracks, amusement parks, bowling alleys and shopping malls by Matt's men, corrupt cops and Travers and Martins. After Karen is wounded and two dirty cops die chasing him Charlie surrenders himself to Travers and Martins but they are pursued by two of Matt's men, Sammy and Marv, and run off the road, Travers is killed and Martins is injured. Sammy and Marv take Charlie to Matt who tells them to kill Charlie, however, he kills Marv then Sammy by causing them to fall off of a roof. After killing Matt's other henchmen, Charlie and Matt confront each other at Matt's dog-race track. Matt dies as he is impaled by a mechanical pacer rabbit that was speeding toward him. Martins arrives after this and tells Charlie that ""they sure fooled with the wrong guy"", before placing a reassuring hand on Charlie's shoulder. ",6.2
ernest scared stupid,1991,"[comedy,  family,  fantasy]"," In the late 19th century, the demonic troll Trantor transforms children into wooden dolls to feast upon their energy in Briarville, Missouri. The townsfolk capture him and Premature burial seal him under an oak tree, with Phineas Worrell, one of the village elders and an ancestor of Ernest P. Worrell, establishing the seal. Trantor vengefully places a curse on the Worrell family, stating that he can only be released on the night before Halloween by a Worrell. As part of the curse, every generation of Worrells will get ""dumber and dumber and dumber"", until the dumbest member of the family is foolish enough to release him from his earthly prison. One hundred years later, Ernest, a sanitation worker, helps a few of his middle school friends, Kenny Binder, Elizabeth and Joey, construct a treehouse in the same tree that unknowingly contains the dormant creature, after the mayor's sons demolished their own cardboard haunted house. When Old Lady Hackmore discovers this, she angrily leaves. Following her, Ernest learns the story of Trantor and idiotically reports it to the kids. Inadvertently, Ernest releases the troll. Joey is walking home from the treehouse when he hears something rustling through the trees. Joey slowly walks and slips down in a muddy hole. Trantor grabs Joey's wrist and turns him into a wooden doll. Ernest finds Kenny's dad, Sheriff Cliff Binder, and explains the situation but Binder does not believe him. After none of the townsfolk will assist Ernest because of the upcoming Halloween party, he mounts a one-man (and one-dog) defense operation in preparation for Trantor's appearance. Meanwhile, Trantor captures a boy on a skateboard as his second victim. Tom and Bobby Tulip, hoping to exploit Ernest, sell him various fake troll traps, but one backfires on the mayor's sons and Ernest loses his job. Ernest, Kenny and Elizabeth return to Hackmore, where they learn that only ""the heart of a child, and a mother's care"" can defeat the troll. Later that night, Trantor claims Elizabeth as his third victim as he sneaks into her house while she is resting on her bed. While Kenny and his friend Gregg are walking, Trantor uses Elizabeth's voice to lure Kenny away, then takes Gregg as a fourth victim. Despite parents being upset at their missing children, Mayor Murdock and Sheriff Binder still proceed with a Halloween party at the school, believing the missing children will be there. Trantor appears there and takes the mayor's oldest son as his fifth and final wooden doll. In the ensuing fight between Trantor and Ernest, Trantor turns Ernest's dog Rimshot into a wooden doll before being repelled by soft-serve ice cream on Ernest's hands. Kenny realizes that ""mother's care"" refers to milk and rallies a troll-fighting team to destroy them. Back at the treehouse, Trantor successfully summons his army of trolls while Ernest unsuccessfully tries to stop them. The townspeople show up, only for the trolls to overwhelm and beat them up. Kenny and his friends arrive and begin destroying the trolls with milk. During the fight, Trantor escapes beneath the tree where he summons the powers of the underworld, making him invincible, especially to milk. Enraged, Kenny unsuccessfully tries to destroy Trantor, who also turns Kenny into a doll. With the other townsfolk now backing him up and telling him to douse Trantor in milk, Ernest realizes that milk weakened the troll children, while unconditional love (""the heart of a child"") would weaken Trantor himself. He takes Trantor and dances with him while the mob watches, overloading him with love, and finally kisses his snot-ridden nose, causing Trantor to explode. With Trantor's destruction, Ernest is proclaimed a hero. Sheriff Binder apologizes to his son for doubting him and Ernest. All of the wooden dolls as well as Rimshot are restored, including those from the early 19th century, and everyone is reunited with their families. ",5.7
critters 3,1991,"[comedy,  horror,  sci-fi]"," Sometime after the events in 'Critters 2: The Main Course', Charlie MacFadden is tracking down the last of the Critters. A family of three â Annie (the main protagonist), Johnny (her little brother) and Clifford (the father) â stops at a rest stop when their car's tire pops. At the rest stop, Charlie warns them and Josh, stepson of a corrupt landlord, about the Critters. As this happens, a Critter lays eggs under the family's car and the family leaves, unknowingly taking the eggs with them. Soon after they arrive at their tenement, the Critters hatch and attack the sleazy maintenance man, Frank. When the landlord arrives, he too is eaten by the Critters after Josh locks him in Clifford's room, unknowingly trapping his stepfather with the creatures. Next, one of the residents is attacked and wounded. Annie, her family and five others (including Josh) try to get to safety in one piece by getting to the roof of the building. Charlie arrives and destroys the remaining Critters, saving the remaining tenants. The film ends in a cliffhanger as Charlie is about to destroy two Critter eggs, but is ordered not to and a containment pod sent from the Intergalactic Council crashes into the basement. ",4.4
